"YEAR","MONTH","DATE","RAINFALL.ON.DAY"
1911,"Apr",14,0.0157894736842105
1911,"Apr",15,0.0157894736842105
1911,"Apr",16,0.813157894578947
1911,"Apr",17,3.07023389489474
1911,"Apr",18,1.54000000015789
1911,"Apr",19,7.96986277447368
1911,"Apr",20,8.97519325121053
1911,"Apr",21,15.0322467884211
1911,"Apr",22,2.43220647794737
1911,"Apr",23,0.880438596526316
1911,"Apr",24,0.977080525894737
1911,"Apr",25,0.0608187136842105
1911,"Apr",26,1.83263159668421
1911,"Apr",27,3.75339181068421
1911,"Apr",28,4.32426901736842
1911,"Apr",29,0.0131578947368421
1911,"Apr",30,0
1911,"May",1,0.542105263157895
1911,"May",2,1.31160400984211
1911,"May",3,4.11263157684211
1911,"May",4,2.02789473668421
1911,"May",5,3.53513786215789
1911,"May",6,2.87467321978947
1911,"May",7,3.22917293389474
1911,"May",8,2.36152882205263
1911,"May",9,6.36428573163158
1911,"May",10,0.894561403684211
1911,"May",11,3.46105263157895
1911,"May",12,3.27438596473684
1911,"May",13,2.75719298263158
1911,"May",14,2.469824563
1911,"May",15,3.06596491247368
1911,"May",16,6.12679197994737
1911,"May",17,7.85456122842105
1911,"May",18,3.14213030826316
1911,"May",19,5.80880950610526
1911,"May",20,5.35606516257895
1911,"May",21,9.49458646563158
1911,"May",22,6.09283208021053
1911,"May",23,5.159686717
1911,"May",24,3.82704260652632
1911,"May",25,5.41304511263158
1911,"May",26,3.70238112784211
1911,"May",27,14.3167669173684
1911,"May",28,11.5673007698947
1911,"May",29,13.5376788296316
1911,"May",30,8.24163292878947
1911,"May",31,9.99385290173684
1911,"Jun",1,0.221365914789474
1911,"Jun",2,2.71116541336842
1911,"Jun",3,3.83676691747368
1911,"Jun",4,5.35127819547368
1911,"Jun",5,14.1739223054211
1911,"Jun",6,22.5592876831579
1911,"Jun",7,10.2534460980526
1911,"Jun",8,12.5995365161053
1911,"Jun",9,3.37832081952632
1911,"Jun",10,3.60523809510526
1911,"Jun",11,18.4520177189474
1911,"Jun",12,36.3402379194737
1911,"Jun",13,23.2716290903684
1911,"Jun",14,23.7403007518421
1911,"Jun",15,19.0737468496316
1911,"Jun",16,1.589786985
1911,"Jun",17,13.5679573934737
1911,"Jun",18,16.3307557356316
1911,"Jun",19,28.4798179891053
1911,"Jun",20,19.6224696361579
1911,"Jun",21,11.1924966262105
1911,"Jun",22,9.34473009452632
1911,"Jun",23,5.08495276652632
1911,"Jun",24,15.3671389996316
1911,"Jun",25,12.8199999998421
1911,"Jun",26,13.7054385793158
1911,"Jun",27,5.59263156163158
1911,"Jun",28,4.45000000015789
1911,"Jun",29,2.87377192978947
1911,"Jun",30,5.91394736805263
1911,"Jul",1,9.62908521278947
1911,"Jul",2,10.3129824563158
1911,"Jul",3,10.5993984787368
1911,"Jul",4,9.99047619068421
1911,"Jul",5,20.5383709273158
1911,"Jul",6,8.71087601878947
1911,"Jul",7,6.82793231315789
1911,"Jul",8,7.36182939831579
1911,"Jul",9,8.44320801984211
1911,"Jul",10,8.72512529526316
1911,"Jul",11,9.64406014894737
1911,"Jul",12,7.47847117794737
1911,"Jul",13,10.9700250452632
1911,"Jul",14,11.6120927494737
1911,"Jul",15,24.9736213785789
1911,"Jul",16,26.6428444366842
1911,"Jul",17,23.4260778695263
1911,"Jul",18,4.92200501110526
1911,"Jul",19,17.7746365932105
1911,"Jul",20,13.9673182957368
1911,"Jul",21,13.7414035089474
1911,"Jul",22,5.72170426031579
1911,"Jul",23,5.26140350894737
1911,"Jul",24,17.7764158644737
1911,"Jul",25,8.76165413694737
1911,"Jul",26,4.34982438578947
1911,"Jul",27,10.2602380775263
1911,"Jul",28,4.40436090405263
1911,"Jul",29,4.16026315594737
1911,"Jul",30,7.89561403505263
1911,"Jul",31,18.2316791961053
1911,"Aug",1,5.20498746868421
1911,"Aug",2,5.00577711778947
1911,"Aug",3,7.51670427857895
1911,"Aug",4,4.7992355891579
1911,"Aug",5,4.15780701742105
1911,"Aug",6,5.35068960668421
1911,"Aug",7,10.3204258895263
1911,"Aug",8,14.2449498901579
1911,"Aug",9,25.3574185640526
1911,"Aug",10,36.3250753631579
1911,"Aug",11,14.9543859468421
1911,"Aug",12,12.1510025242105
1911,"Aug",13,6.83991228121053
1911,"Aug",14,6.45582706731579
1911,"Aug",15,8.83081455389474
1911,"Aug",16,6.61803256389474
1911,"Aug",17,7.64213034368421
1911,"Aug",18,11.351015055
1911,"Aug",19,8.70604010021053
1911,"Aug",20,14.0486213788947
1911,"Aug",21,14.7887094489474
1911,"Aug",22,14.4705637346842
1911,"Aug",23,3.62686716631579
1911,"Aug",24,4.27931075936842
1911,"Aug",25,6.67037594010526
1911,"Aug",26,1.23630325810526
1911,"Aug",27,1.53992481205263
1911,"Aug",28,5.80423559089474
1911,"Aug",29,7.2875689398421
1911,"Aug",30,13.1820133668947
1911,"Aug",31,6.05037592231579
1911,"Sep",1,8.162715116
1911,"Sep",2,6.69532581652632
1911,"Sep",3,11.4789682126842
1911,"Sep",4,9.64225581457895
1911,"Sep",5,18.8527192978947
1911,"Sep",6,3.00934414394737
1911,"Sep",7,11.3054051782105
1911,"Sep",8,7.94060150357895
1911,"Sep",9,8.64163740368421
1911,"Sep",10,8.73886803278947
1911,"Sep",11,6.11495820563158
1911,"Sep",12,6.96011694736842
1911,"Sep",13,6.62633668657895
1911,"Sep",14,18.1714285887368
1911,"Sep",15,22.9228403756316
1911,"Sep",16,16.7576522131579
1911,"Sep",17,20.4975689226842
1911,"Sep",18,33.426620777
1911,"Sep",19,16.4099415789474
1911,"Sep",20,1.65642857142105
1911,"Sep",21,0.145906431578947
1911,"Sep",22,0.360989974947368
1911,"Sep",23,2.50670844347368
1911,"Sep",24,7.44020470178947
1911,"Sep",25,15.2826441102632
1911,"Sep",26,8.95905185468421
1911,"Sep",27,5.33537578194737
1911,"Sep",28,6.98819548663158
1911,"Sep",29,13.6183625787895
1911,"Sep",30,11.1746992653158
1911,"Oct",1,5.59470327947368
1911,"Oct",2,3.40570851973684
1911,"Oct",3,1.97263156157895
1911,"Oct",4,2.34169140215789
1911,"Oct",5,6.33853801778947
1911,"Oct",6,16.8379936438421
1911,"Oct",7,19.6627443323158
1911,"Oct",8,7.41502924352632
1911,"Oct",9,14.895110193
1911,"Oct",10,17.2361831096316
1911,"Oct",11,10.2704003797895
1911,"Oct",12,13.2013765376842
1911,"Oct",13,24.3653507191053
1911,"Oct",14,9.40652930152632
1911,"Oct",15,0.00842105263157895
1911,"Oct",16,0.158947368421053
1911,"Oct",17,0.767894736842105
1911,"Oct",18,2.14245614036842
1911,"Oct",19,2.34795321068421
1911,"Oct",20,0.331286561421053
1911,"Oct",21,0.147368421052632
1911,"Oct",22,0
1911,"Oct",23,0
1911,"Oct",24,0.0315789473684211
1911,"Oct",25,2.74771929826316
1911,"Oct",26,0.127719298263158
1911,"Oct",27,0.00263157894736842
1911,"Oct",28,0
1911,"Oct",29,0
1911,"Oct",30,0
1911,"Oct",31,0.0105263157894737
1911,"Nov",1,0.0447368421052632
1911,"Nov",2,0
1911,"Nov",3,0
1911,"Nov",4,0.106818181842105
1911,"Nov",5,0.0473684210526316
1911,"Nov",6,0.0294284996842105
1911,"Nov",7,0
1911,"Nov",8,0
1911,"Nov",9,0
1911,"Nov",10,0.361403508789474
1911,"Nov",11,0.403728070210526
1911,"Nov",12,0.284429824578947
1911,"Nov",13,1.11454678384211
1911,"Nov",14,1.03276315789474
1911,"Nov",15,0.0780701754210526
1911,"Nov",16,0.220175438578947
1911,"Nov",17,0.144178628368421
1911,"Nov",18,0.0131578947368421
1911,"Nov",19,0.0157894736842105
1911,"Nov",20,0.251491228105263
1911,"Nov",21,0.02
1911,"Nov",22,0.0269005842105263
1911,"Nov",23,0
1911,"Nov",24,0
1911,"Nov",25,0.3197076
1911,"Nov",26,3.56893675921053
1911,"Nov",27,2.09312996647368
1911,"Nov",28,1.02162944652632
1911,"Nov",29,0
1911,"Nov",30,0
1911,"Dec",1,0
1911,"Dec",2,0
1911,"Dec",3,0
1911,"Dec",4,0
1911,"Dec",5,0
1911,"Dec",6,0.00755007705263158
1911,"Dec",7,0
1911,"Dec",8,0
1911,"Dec",9,0
1911,"Dec",10,0
1911,"Dec",11,0
1911,"Dec",12,0
1911,"Dec",13,0
1911,"Dec",14,0
1911,"Dec",15,0
1911,"Dec",16,0
1911,"Dec",17,0
1911,"Dec",18,0
1911,"Dec",19,0
1911,"Dec",20,0
1911,"Dec",21,0
1911,"Dec",22,0
1911,"Dec",23,0
1911,"Dec",24,0
1911,"Dec",25,0.0403508772105263
1911,"Dec",26,0
1911,"Dec",27,0
1911,"Dec",28,0
1911,"Dec",29,0
1911,"Dec",30,0
1911,"Dec",31,0
1912,"Jan",1,0
1912,"Jan",2,0
1912,"Jan",3,0
1912,"Jan",4,0
1912,"Jan",5,0
1912,"Jan",6,0
1912,"Jan",7,0
1912,"Jan",8,0
1912,"Jan",9,0
1912,"Jan",10,0.363157894736842
1912,"Jan",11,0.471228070157895
1912,"Jan",12,0.0403508772105263
1912,"Jan",13,0.0210526315789474
1912,"Jan",14,0.170526315789474
1912,"Jan",15,0.992982438578947
1912,"Jan",16,0.0526315789473684
1912,"Jan",17,0
1912,"Jan",18,0
1912,"Jan",19,0
1912,"Jan",20,0.0157894736842105
1912,"Jan",21,0.00263157894736842
1912,"Jan",22,0.00263157894736842
1912,"Jan",23,0
1912,"Jan",24,0.00438596489473684
1912,"Jan",25,0
1912,"Jan",26,0
1912,"Jan",27,0.0201754385789474
1912,"Jan",28,0.0228070175263158
1912,"Jan",29,0.00877192984210526
1912,"Jan",30,0.0131578947368421
1912,"Jan",31,0
1912,"Feb",1,0.142105263157895
1912,"Feb",2,0.550964912263158
1912,"Feb",3,0.951900584157895
1912,"Feb",4,0.00263157894736842
1912,"Feb",5,0.0425438596315789
1912,"Feb",6,1.735877193
1912,"Feb",7,1.71254385963158
1912,"Feb",8,2.35894736842105
1912,"Feb",9,7.77368422768421
1912,"Feb",10,0.135087719315789
1912,"Feb",11,0.241929824578947
1912,"Feb",12,0.649122807
1912,"Feb",13,0
1912,"Feb",14,0
1912,"Feb",15,0.0171052631578947
1912,"Feb",16,0.0114035087368421
1912,"Feb",17,0
1912,"Feb",18,0.216140350894737
1912,"Feb",19,1.614298228
1912,"Feb",20,0.158421052631579
1912,"Feb",21,0
1912,"Feb",22,0.0131578947368421
1912,"Feb",23,0
1912,"Feb",24,0.0552631578947368
1912,"Feb",25,0.672719298210526
1912,"Feb",26,0.338421052631579
1912,"Feb",27,0.262982456157895
1912,"Feb",28,0
1912,"Feb",29,0
1912,"Mar",1,0
1912,"Mar",2,0.243679700421053
1912,"Mar",3,10.0056455184211
1912,"Mar",4,1.69036209989474
1912,"Mar",5,0
1912,"Mar",6,0.044129554631579
1912,"Mar",7,0.043139901631579
1912,"Mar",8,1.05727620215789
1912,"Mar",9,0.0728744939473684
1912,"Mar",10,0
1912,"Mar",11,0
1912,"Mar",12,0
1912,"Mar",13,0
1912,"Mar",14,0
1912,"Mar",15,0
1912,"Mar",16,0
1912,"Mar",17,0.0226315789473684
1912,"Mar",18,0.228097166
1912,"Mar",19,5.82183985605263
1912,"Mar",20,0.0233918128421053
1912,"Mar",21,0.0536842105263158
1912,"Mar",22,0
1912,"Mar",23,0
1912,"Mar",24,0.0114035087894737
1912,"Mar",25,0.894736842105263
1912,"Mar",26,0.0259109311578947
1912,"Mar",27,2.04272606326316
1912,"Mar",28,12.4882726222632
1912,"Mar",29,16.0687383672105
1912,"Mar",30,20.1048110657895
1912,"Mar",31,7.72024309026316
1912,"Apr",1,0
1912,"Apr",2,0.112865495315789
1912,"Apr",3,2.47621774431579
1912,"Apr",4,1.50692982457895
1912,"Apr",5,0.163157894736842
1912,"Apr",6,0.00315789473684211
1912,"Apr",7,0
1912,"Apr",8,0.348830409368421
1912,"Apr",9,0.734450692578947
1912,"Apr",10,8.65542816542105
1912,"Apr",11,0.459342105263158
1912,"Apr",12,0.992017543842105
1912,"Apr",13,0.870438596473684
1912,"Apr",14,4.74000417594737
1912,"Apr",15,5.49222221068421
1912,"Apr",16,2.12579782910526
1912,"Apr",17,4.20560984610526
1912,"Apr",18,6.77212613705263
1912,"Apr",19,5.01082086042105
1912,"Apr",20,3.24416250121053
1912,"Apr",21,2.79846491226316
1912,"Apr",22,1.36304511278947
1912,"Apr",23,5.16197994968421
1912,"Apr",24,2.99456140347368
1912,"Apr",25,6.74982456094737
1912,"Apr",26,1.547880117
1912,"Apr",27,3.00979532105263
1912,"Apr",28,1.07901002505263
1912,"Apr",29,2.71307017547368
1912,"Apr",30,4.591754386
1912,"May",1,4.64005847931579
1912,"May",2,4.75717836842105
1912,"May",3,5.99255850310526
1912,"May",4,8.51546783631579
1912,"May",5,0.0201754385789474
1912,"May",6,0.558114035105263
1912,"May",7,3.09320175457895
1912,"May",8,4.67771929805263
1912,"May",9,1.55641812631579
1912,"May",10,2.48052631578947
1912,"May",11,1.15698828068421
1912,"May",12,0.278070175421053
1912,"May",13,2.67185671915789
1912,"May",14,12.4328216487895
1912,"May",15,21.992587544
1912,"May",16,1.30131578926316
1912,"May",17,0.632090643526316
1912,"May",18,8.33486841894737
1912,"May",19,0.998464912263158
1912,"May",20,2.375438597
1912,"May",21,2.99700291210526
1912,"May",22,10.5223978945789
1912,"May",23,8.84226608773684
1912,"May",24,4.44504385963158
1912,"May",25,3.88238303510526
1912,"May",26,7.00021931578947
1912,"May",27,8.44346491210526
1912,"May",28,5.09868421036842
1912,"May",29,12.7085526315789
1912,"May",30,8.45219298226316
1912,"May",31,3.74649122810526
1912,"Jun",1,2.33852338615789
1912,"Jun",2,8.72552614015789
1912,"Jun",3,2.19385964910526
1912,"Jun",4,3.81201754384211
1912,"Jun",5,15.5689766314211
1912,"Jun",6,7.10564315810526
1912,"Jun",7,12.94812848
1912,"Jun",8,9.523771813
1912,"Jun",9,6.38125730410526
1912,"Jun",10,12.7072076608421
1912,"Jun",11,0.924853807
1912,"Jun",12,1.53192982452632
1912,"Jun",13,1.90172514015789
1912,"Jun",14,1.60210526494737
1912,"Jun",15,2.29758771931579
1912,"Jun",16,1.13527777189474
1912,"Jun",17,6.027748526
1912,"Jun",18,2.26776316389474
1912,"Jun",19,2.51418128494737
1912,"Jun",20,12.8365351047368
1912,"Jun",21,14.9242690289474
1912,"Jun",22,22.1753217545789
1912,"Jun",23,24.4636108773684
1912,"Jun",24,25.0174562572105
1912,"Jun",25,10.1371345014737
1912,"Jun",26,11.1415789495789
1912,"Jun",27,1.95442982436842
1912,"Jun",28,8.00605263173684
1912,"Jun",29,9.51498539178947
1912,"Jun",30,15.1696200584737
1912,"Jul",1,21.3221639710526
1912,"Jul",2,28.3007312169474
1912,"Jul",3,20.7518421224737
1912,"Jul",4,21.5649998828947
1912,"Jul",5,31.2690642694737
1912,"Jul",6,20.9518420350526
1912,"Jul",7,12.1549706493158
1912,"Jul",8,7.45883040894737
1912,"Jul",9,8.57929824542105
1912,"Jul",10,11.8680411869474
1912,"Jul",11,29.5836547368947
1912,"Jul",12,32.9143273684211
1912,"Jul",13,18.8209357247895
1912,"Jul",14,2.11856748542105
1912,"Jul",15,3.62777780115789
1912,"Jul",16,8.64207584831579
1912,"Jul",17,6.42029244447368
1912,"Jul",18,6.76026319278947
1912,"Jul",19,11.2308771812632
1912,"Jul",20,19.1520761992105
1912,"Jul",21,19.6466374272105
1912,"Jul",22,12.4800585551053
1912,"Jul",23,14.2087426955263
1912,"Jul",24,19.6201462805263
1912,"Jul",25,18.1130412863158
1912,"Jul",26,8.67423970773684
1912,"Jul",27,5.44704670789474
1912,"Jul",28,7.27856719310526
1912,"Jul",29,8.09961983068421
1912,"Jul",30,7.90552653242105
1912,"Jul",31,8.03359637331579
1912,"Aug",1,4.16774851463158
1912,"Aug",2,10.457807077
1912,"Aug",3,9.63815812331579
1912,"Aug",4,9.5741520471579
1912,"Aug",5,6.17961986547368
1912,"Aug",6,1.92967833915789
1912,"Aug",7,2.16821636842105
1912,"Aug",8,17.3173101169474
1912,"Aug",9,18.1902633916316
1912,"Aug",10,9.07327484210526
1912,"Aug",11,12.3190058238421
1912,"Aug",12,8.87935647936842
1912,"Aug",13,11.8283919121053
1912,"Aug",14,10.5369297543684
1912,"Aug",15,8.47763161405263
1912,"Aug",16,8.62292408173684
1912,"Aug",17,16.3176609415789
1912,"Aug",18,30.4459942689474
1912,"Aug",19,25.0568420473684
1912,"Aug",20,9.41871345594737
1912,"Aug",21,10.2067543859474
1912,"Aug",22,16.7278654678421
1912,"Aug",23,20.6881578654737
1912,"Aug",24,10.9357311694737
1912,"Aug",25,5.36692970705263
1912,"Aug",26,7.78134501773684
1912,"Aug",27,6.37698833894737
1912,"Aug",28,8.764210579
1912,"Aug",29,9.82371340963158
1912,"Aug",30,6.46804094115789
1912,"Aug",31,5.15336258463158
1912,"Sep",1,11.1713889121053
1912,"Sep",2,6.34685672515789
1912,"Sep",3,5.23752923405263
1912,"Sep",4,4.37736839768421
1912,"Sep",5,13.0492102921053
1912,"Sep",6,13.9589036254211
1912,"Sep",7,4.55233919321053
1912,"Sep",8,12.6731286489474
1912,"Sep",9,18.3301025732632
1912,"Sep",10,21.51852345
1912,"Sep",11,7.21840642105263
1912,"Sep",12,3.54745614036842
1912,"Sep",13,3.06166666884211
1912,"Sep",14,3.46283625736842
1912,"Sep",15,2.00374268947368
1912,"Sep",16,0.357368421052632
1912,"Sep",17,0.444269005842105
1912,"Sep",18,6.00271928068421
1912,"Sep",19,4.18646200563158
1912,"Sep",20,2.80017544036842
1912,"Sep",21,0.468654947368421
1912,"Sep",22,0.594736842105263
1912,"Sep",23,0.248245614052632
1912,"Sep",24,1.69289474268421
1912,"Sep",25,3.68622795315789
1912,"Sep",26,6.83815789473684
1912,"Sep",27,5.11690035089474
1912,"Sep",28,9.48251444447368
1912,"Sep",29,4.81526316005263
1912,"Sep",30,3.28771929826316
1912,"Oct",1,16.5895321385789
1912,"Oct",2,20.8416664331579
1912,"Oct",3,8.44605286531579
1912,"Oct",4,10.3903654735263
1912,"Oct",5,2.62418128652632
1912,"Oct",6,4.75788012894737
1912,"Oct",7,6.82830426894737
1912,"Oct",8,12.7612132163158
1912,"Oct",9,4.65407894731579
1912,"Oct",10,1.47105263157895
1912,"Oct",11,0.279239789473684
1912,"Oct",12,0.0263157894736842
1912,"Oct",13,0.173684210526316
1912,"Oct",14,0.161052631578947
1912,"Oct",15,0.100877193
1912,"Oct",16,0.0245614035263158
1912,"Oct",17,0.0289473684210526
1912,"Oct",18,0
1912,"Oct",19,0
1912,"Oct",20,0
1912,"Oct",21,0.132748538052632
1912,"Oct",22,2.36315789478947
1912,"Oct",23,1.92280701752632
1912,"Oct",24,0
1912,"Oct",25,0.00292397663157895
1912,"Oct",26,0.219152046789474
1912,"Oct",27,0
1912,"Oct",28,0
1912,"Oct",29,0.297076017526316
1912,"Oct",30,1.32543859063158
1912,"Oct",31,11.4699270759474
1912,"Nov",1,41.5183228317368
1912,"Nov",2,31.1509168778421
1912,"Nov",3,1.17442982473684
1912,"Nov",4,0.0210526315789474
1912,"Nov",5,0
1912,"Nov",6,0
1912,"Nov",7,0
1912,"Nov",8,0
1912,"Nov",9,0.203157894736842
1912,"Nov",10,0
1912,"Nov",11,0
1912,"Nov",12,0
1912,"Nov",13,0
1912,"Nov",14,0
1912,"Nov",15,0
1912,"Nov",16,0
1912,"Nov",17,0
1912,"Nov",18,0
1912,"Nov",19,0.0210526315789474
1912,"Nov",20,0
1912,"Nov",21,0
1912,"Nov",22,0
1912,"Nov",23,1.47898078631579
1912,"Nov",24,14.9651316026316
1912,"Nov",25,4.41755010189474
1912,"Nov",26,0.0403508789473684
1912,"Nov",27,0
1912,"Nov",28,0
1912,"Nov",29,0
1912,"Nov",30,0
1912,"Dec",1,0
1912,"Dec",2,0
1912,"Dec",3,0
1912,"Dec",4,0
1912,"Dec",5,0
1912,"Dec",6,0
1912,"Dec",7,0
1912,"Dec",8,0
1912,"Dec",9,0
1912,"Dec",10,0
1912,"Dec",11,0
1912,"Dec",12,0
1912,"Dec",13,0
1912,"Dec",14,0
1912,"Dec",15,0
1912,"Dec",16,0
1912,"Dec",17,0
1912,"Dec",18,0.117543859631579
1912,"Dec",19,0.00877192984210526
1912,"Dec",20,0.00877192984210526
1912,"Dec",21,0
1912,"Dec",22,0
1912,"Dec",23,0
1912,"Dec",24,0
1912,"Dec",25,0
1912,"Dec",26,0
1912,"Dec",27,0
1912,"Dec",28,0.0114035087894737
1912,"Dec",29,0.00877192984210526
1912,"Dec",30,0
1912,"Dec",31,0
1913,"Jan",1,0.0596491227894737
1913,"Jan",2,0
1913,"Jan",3,0
1913,"Jan",4,0.154385964894737
1913,"Jan",5,0
1913,"Jan",6,0
1913,"Jan",7,0
1913,"Jan",8,0
1913,"Jan",9,0
1913,"Jan",10,0
1913,"Jan",11,0
1913,"Jan",12,0
1913,"Jan",13,0
1913,"Jan",14,0
1913,"Jan",15,0
1913,"Jan",16,0
1913,"Jan",17,0
1913,"Jan",18,0
1913,"Jan",19,0
1913,"Jan",20,0.00701754384210526
1913,"Jan",21,0
1913,"Jan",22,0
1913,"Jan",23,0
1913,"Jan",24,0
1913,"Jan",25,0
1913,"Jan",26,0
1913,"Jan",27,0
1913,"Jan",28,0
1913,"Jan",29,0.307708665631579
1913,"Jan",30,1.91439395110526
1913,"Jan",31,0.0628389154736842
1913,"Feb",1,0.745321636842105
1913,"Feb",2,0
1913,"Feb",3,0
1913,"Feb",4,0
1913,"Feb",5,0
1913,"Feb",6,0
1913,"Feb",7,0
1913,"Feb",8,0
1913,"Feb",9,0
1913,"Feb",10,0.193567252631579
1913,"Feb",11,0.385350877210526
1913,"Feb",12,2.87957600005263
1913,"Feb",13,3.92866961384211
1913,"Feb",14,5.37394735089474
1913,"Feb",15,13.4187428073684
1913,"Feb",16,27.5729533331579
1913,"Feb",17,19.2137573689474
1913,"Feb",18,0.869005842105263
1913,"Feb",19,0.0736842105263158
1913,"Feb",20,0.00315789473684211
1913,"Feb",21,0.119473684210526
1913,"Feb",22,0.127982456157895
1913,"Feb",23,1.60529238594737
1913,"Feb",24,2.46081871594737
1913,"Feb",25,2.41400584210526
1913,"Feb",26,3.16466373684211
1913,"Feb",27,0.745
1913,"Feb",28,0.00526315789473684
1913,"Mar",1,0
1913,"Mar",2,0
1913,"Mar",3,0
1913,"Mar",4,0.327763157894737
1913,"Mar",5,4.91993086263158
1913,"Mar",6,21.0517037642105
1913,"Mar",7,1.96736842105263
1913,"Mar",8,1.33859649105263
1913,"Mar",9,0.0936842105263158
1913,"Mar",10,0.073421052631579
1913,"Mar",11,0.00754385963157895
1913,"Mar",12,0.0671052631578947
1913,"Mar",13,0.243640350894737
1913,"Mar",14,5.94574426452632
1913,"Mar",15,0
1913,"Mar",16,0
1913,"Mar",17,0
1913,"Mar",18,0
1913,"Mar",19,0.307368421052632
1913,"Mar",20,0.403157894736842
1913,"Mar",21,0
1913,"Mar",22,0
1913,"Mar",23,0
1913,"Mar",24,0
1913,"Mar",25,0
1913,"Mar",26,0
1913,"Mar",27,0
1913,"Mar",28,0
1913,"Mar",29,0
1913,"Mar",30,0
1913,"Mar",31,0
1913,"Apr",1,0
1913,"Apr",2,0
1913,"Apr",3,0.707719298263158
1913,"Apr",4,0.972305764421053
1913,"Apr",5,4.79698401
1913,"Apr",6,1.99209693231579
1913,"Apr",7,6.98664580468421
1913,"Apr",8,0
1913,"Apr",9,1.07473684210526
1913,"Apr",10,1.79578947368421
1913,"Apr",11,0.314385964894737
1913,"Apr",12,0.0635964912105263
1913,"Apr",13,0.0378947368421053
1913,"Apr",14,0
1913,"Apr",15,0
1913,"Apr",16,0
1913,"Apr",17,0
1913,"Apr",18,0
1913,"Apr",19,0.133684210526316
1913,"Apr",20,0.402631578894737
1913,"Apr",21,0.775789473684211
1913,"Apr",22,0.785263157894737
1913,"Apr",23,0.897017543842105
1913,"Apr",24,0.588421052631579
1913,"Apr",25,0
1913,"Apr",26,0.0263157894736842
1913,"Apr",27,0.154736842105263
1913,"Apr",28,0.04
1913,"Apr",29,0.245438596473684
1913,"Apr",30,0.295789473684211
1913,"May",1,0.178771929842105
1913,"May",2,0
1913,"May",3,0.138947368421053
1913,"May",4,0.749473684210526
1913,"May",5,1.86968623484211
1913,"May",6,2.36981781189474
1913,"May",7,0.980084345526316
1913,"May",8,7.32190975684211
1913,"May",9,2.05671390010526
1913,"May",10,1.24445344131579
1913,"May",11,10.0557827260526
1913,"May",12,15.3373854655789
1913,"May",13,5.35201077852632
1913,"May",14,7.39850522268421
1913,"May",15,11.0588798916842
1913,"May",16,4.98461893405263
1913,"May",17,11.4936165593158
1913,"May",18,8.95004368442105
1913,"May",19,10.0859244264211
1913,"May",20,4.08220310405263
1913,"May",21,12.1443994427895
1913,"May",22,11.9544330235263
1913,"May",23,11.3733908635263
1913,"May",24,6.21164644126316
1913,"May",25,7.50350877194737
1913,"May",26,8.47117407136842
1913,"May",27,8.79437264510526
1913,"May",28,6.81735492557895
1913,"May",29,3.10217948721053
1913,"May",30,4.16464237515789
1913,"May",31,11.8087078268421
1913,"Jun",1,2.27286871021053
1913,"Jun",2,8.44761133421053
1913,"Jun",3,7.41765839357895
1913,"Jun",4,25.3508402561579
1913,"Jun",5,52.3090856910526
1913,"Jun",6,42.9772370154211
1913,"Jun",7,28.6837650066842
1913,"Jun",8,22.8223954112105
1913,"Jun",9,17.831508273
1913,"Jun",10,11.0200271658421
1913,"Jun",11,8.70233805652632
1913,"Jun",12,11.3982490054211
1913,"Jun",13,42.6205669789474
1913,"Jun",14,31.2284040072105
1913,"Jun",15,33.0354250989474
1913,"Jun",16,17.0944870044211
1913,"Jun",17,13.6838495276316
1913,"Jun",18,7.34680836694737
1913,"Jun",19,10.6496324284211
1913,"Jun",20,2.219696358
1913,"Jun",21,7.21021592442105
1913,"Jun",22,6.15660931157895
1913,"Jun",23,7.57385964721053
1913,"Jun",24,9.34946356447368
1913,"Jun",25,10.9801889342632
1913,"Jun",26,20.2269804317895
1913,"Jun",27,24.485063927
1913,"Jun",28,53.0476889342105
1913,"Jun",29,46.4026821877368
1913,"Jun",30,22.0505094291579
1913,"Jul",1,9.12201967478947
1913,"Jul",2,14.9486593492105
1913,"Jul",3,4.68670703605263
1913,"Jul",4,14.0317207028421
1913,"Jul",5,7.84768322752632
1913,"Jul",6,4.50528331794737
1913,"Jul",7,11.7283219687895
1913,"Jul",8,7.40418791578947
1913,"Jul",9,6.38392698978947
1913,"Jul",10,5.35210514663158
1913,"Jul",11,22.7333287168421
1913,"Jul",12,34.9754990313684
1913,"Jul",13,7.38803855084211
1913,"Jul",14,3.36354237436842
1913,"Jul",15,4.96457253110526
1913,"Jul",16,5.6097052701579
1913,"Jul",17,9.76989849405263
1913,"Jul",18,14.6653934766316
1913,"Jul",19,12.6421051624211
1913,"Jul",20,3.33474572089474
1913,"Jul",21,10.8189562468947
1913,"Jul",22,19.9754765394737
1913,"Jul",23,27.3189901784211
1913,"Jul",24,21.1475189827895
1913,"Jul",25,20.6148156036842
1913,"Jul",26,14.0059286306316
1913,"Jul",27,7.257102878
1913,"Jul",28,18.3807217042105
1913,"Jul",29,16.1410928238947
1913,"Jul",30,16.0539673352632
1913,"Jul",31,20.2519701744211
1913,"Aug",1,8.583119519
1913,"Aug",2,2.55325129073684
1913,"Aug",3,1.54750565910526
1913,"Aug",4,1.22676004510526
1913,"Aug",5,14.1395818347368
1913,"Aug",6,38.9770814489474
1913,"Aug",7,36.3813507473684
1913,"Aug",8,24.5657219750526
1913,"Aug",9,12.5363068873684
1913,"Aug",10,10.3900639571579
1913,"Aug",11,17.836394624
